# تأريخٌ رجعيٌّ لقائمة «سارية الآن» — أُنتج آلياً في جولة ٢٧٢
# الطريقة: مرورٌ واحدٌ على ٢٧٤ التزاماً على agents.html، وتسجيلُ أوّل التزامٍ يظهر فيه نصُّ السطر حرفياً.
# المعنى: تاريخُ دخولِ النصّ الملفَّ («متى قيل») — لا تاريخُ وقوع الواقعة، ولا سريانُ الالتزام.
# حدُّ الطريقة: سطرٌ عُدّل لاحقاً يُؤرَّخ بتاريخ تعديله لا بأصله (وقع مرّةً في ٩١ رأسَ جولة).
index	date	commit	text
11	2026-08-19	79a35be	جولة ٢٧٠ — تنفيذُ معيار ٢٦٩ (قِس نظامَك بنسبة ما فيه من العسير لا بحجم ما فيه): صُنّفت مداخلُ السجلّ الـ٢٠٥ بحقل src — «عسير» استلزم خطوةً خارج الملفّ، و«سهل» أُنتِج بقراءة اللوحة أو تشغيلها. والتعريف
12	2026-08-19	79a35be	والنتيجةُ انجرافٌ حادٌّ حسب جولة التأليف: ٥٠–٧٤ و٧٥–٩٩ و١٠٠–١٢٤ كلُّها ١٠٠٪ عسير (٤١ مدخلاً من ٤١) · ثمّ ٥٢٪ · ٢٨٪ · ٣٨٪ · و٢٠٠–٢٧٤ تسعةَ عشرَ بالمئة (١٤ من ٧٤)",
13	2026-08-19	79a35be	وأخطرُ ما فيه أنّ الحجمَ لم ينقص: نحو خمسةٍ وعشرين مدخلاً لكلّ خمسٍ وعشرين جولةً طوال المدّة — فالغلّةُ ثابتةٌ والمادّةُ انتقلت من خارج الملفّ إلى داخله. وهو نصُّ المعيار حرفياً: ما يسهل إنتاجُه زاحم 
14	2026-08-19	79a35be	ثمّ فُحصت الفرضيةُ المريحة — أنّ البيئةَ أجبرت اللوحةَ على الداخل — فسقطت بثلاثة قياسات",
15	2026-08-19	79a35be	الأوّل: الحجبُ مسجَّلٌ منذ جولة ٢ (research/2026-08-06-round2.md) — أي قبل كلِّ مدخلٍ خارجيٍّ كُتب على اللوحة. فالمانعُ لم يَجِدّ",
16	2026-08-19	79a35be	والثاني: جولات ٥٠–١٢٤ أنتجت واحداً وأربعين مدخلاً خارجياً بنسبة مئةٍ بالمئة — وهي محجوبةٌ أصلاً. فالحجبُ والعسيرُ اجتمعا مئةَ جولةٍ قبل أن يفترقا",
17	2026-08-19	79a35be	والثالث حاسم: ستّةٌ وستّون من مئةٍ وواحدٍ من المداخل الخارجية (٦٥٪) تصرّح في src بأنّ الصفحةَ لم تُفتَح — «منقولاً» أو «لم تُقرأ» أو «محجوب». فأكثرُ العسير لم يُبنَ على الجلب أصلاً، بل على قناةٍ لا تز
18	2026-08-19	79a35be	والنتيجةُ حكمٌ على العمل لا على البيئة: البيئةُ لم تتغيّر، والعملُ تغيّر. وحدُّ الدعوى معلَن: الحجبُ اتّسع فعلاً بين ٢٣ و٢٦٧ — من نطاقاتٍ بعينها إلى الجلب كلِّه — لكنّ الاتّساع يفسّر تعذّرَ الفتح لا ت
19	2026-08-19	79a35be	وأُضيف سطرٌ محسوبٌ في التذييل لا رقمٌ مكتوب: نسبةُ العسير تُحسَب من حقل src عند كلّ فتح — درسُ ٢٥٨ أنّ ما يُكتب رقماً يتقادم بعملي أنا. وقِيس مرّتين بأداتين مستقلّتين فتطابقا: بايثون على الملفّ ودالّة
20	2026-08-19	79a35be	وأثرٌ يُقال على النفس: مدخلا هذه الجولة داخليّان، فهما يخفضان النسبةَ التي تقيسها. والسطرُ المحسوب سيُظهر ذلك بلا تدخّل — وهذا وجهُ كونه محسوباً لا مكتوباً",
21	2026-08-19	79a35be	وخطأُ أداةٍ أُمسك أوّلاً باستغراب الرقم: تعبيرٌ نمطيٌّ التقط ٩٨ مدخلاً من ٢٠٥ معلومةٍ سلفاً — فأُبدل بمحلّلٍ يوازن الأقواس ويحترم علاماتِ الاقتباس، فالتقط ٢٠٥ بلا نقص. وهو سادسُ عطبِ أداةٍ يُمسَك بهذا
22	2026-08-19	3758ee7	جولة ٢٦٩ — تنفيذُ معيار ٢٦٨ (حين يأتيك جوابٌ بلا رقمٍ تستغربه، فاسأل مَن ينتفع بأن تصدّقه) على اللوحة نفسِها لا على قناة الرصد: أيُّ أحكامها يوقف مرشَّحاً بلا مقدار؟",
23	2026-08-19	3758ee7	والقياسُ على حقل why للأربعة: C-002 سبعةُ أرقامٍ في سببه (٨–١٦ أسبوعاً · ٥٣ · ٧٥ · ٢٣ · ٣٠ · ٥) · C-003 واحدٌ (٧٩) · C-001 واحدٌ (٧٢) · وC-004 صفر",
24	2026-08-19	3758ee7	وطولُ نصّ السبب يوافق العدد: C-003 ٤٤٨ حرفاً · C-002 ٢٤٩ · C-001 ١٤١ — وC-004 ثلاثةٌ وخمسون حرفاً: «كثافة منافسة عالية» و«الكثافة تعني منافسة لا ربحية». لا رقمَ ولا مصدرَ ولا إحالةَ جولة",
25	2026-08-19	3758ee7	وأحسمُ ما ظهر من تاريخ المستودع — ٢٧١ التزاماً على الملفّ: عددُ نسخِ حقل why: C-002 ثلاثٌ (آخرُها ٩ أغسطس) · C-001 اثنتان (٩ أغسطس) · C-003 اثنتان (١٠ أغسطس) · وC-004 نسخةٌ واحدة: ٥ أغسطس، ولم تُنقَّح
26	2026-08-19	3758ee7	فالارتباطُ مقيسٌ لا مُدَّعى: الأسبابُ الثلاثةُ الحاملةُ لأرقامٍ نُقِّحت كلُّها خلال أربعة أيامٍ من كتابتها — والخالي منها ثبت أربعةَ عشرَ يوماً وأكثرَ من مئتَي جولة. والحكمُ الذي لا يُفحَص هو الذي لا 
27	2026-08-19	3758ee7	وجوابُ سؤال المعيار — مَن ينتفع؟ — يُقال على النفس أوّلاً: المنتفعُ الراصدُ لا المالك. فوقفُ C-004 يعفي من إثباتٍ، بينما وقفُ C-002 بأرقامه استدعى ثلاثَ جولاتٍ راجعته (٥٣ · ٧٥ · ٢٣٥)",
28	2026-08-19	3758ee7	ويشتدّ بما رصدته ٢٦٦: C-004 هو الوحيدُ الذي رُصد له سعرُ تجزئةٍ سعوديّ — فأغزرُهم مادّةً موقوفٌ بأقلِّ الأسباب إسناداً. ومَوعدُه (due) غداً ٢٠ أغسطس",
29	2026-08-19	3758ee7	ونتيجةٌ ثانيةٌ ظهرت في ورقة «بانتظار كلمتك»: أسئلتُها العشرةُ كلُّها في العرض والصياغة — واتساب · شارة · عتبة · موضع · زرّ · تلميح · شريط · حجمُ قائمة · إحالة — وصفرٌ منها عن حكمٍ يوقف مرشَّحاً",
30	2026-08-19	3758ee7	وتفسيرٌ يُعرَض ولا يُجزَم به: أسئلةُ العرض تُجاب بلا كلفة، وسؤالُ الحكم يُلزِم بمالٍ أو بتصريح. فورقةُ الطلب نفسُها انحازت إلى ما يسهل جوابُه — وهو نظيرُ ما قالته ٢٦٦ عن السجلّ: ينمو حيث يسهل الرصد",
31	2026-08-19	3758ee7	وأُضيف السؤالُ الحادي عشر — أوّلُ سؤالٍ على اللوحة يخصّ قراراً لا عرضاً: أيُقاس وقفُ C-004 أم يُصرَّح بأنّه تفضيلُ مالك؟ والمقترَحُ: يُصرَّح — «قرارُ مالكٍ لا يحتاج سنداً» أصدقُ من حكمٍ يبدو مقيساً ول
32	2026-08-19	3758ee7	ولم يُغيَّر حكمٌ ولا قرارٌ ولا dec ولا REAL_BUNDLE: تغييرُ حكمٍ معروضٍ قرارُ مالك (٢٥٤). والمُحدَث سؤالٌ يُعرَض، لا جوابٌ يُفرَض",
33	2026-08-19	3758ee7	وخطأُ أداةٍ أُمسك قبل النشر: أوّلُ عدٍّ أعطى C-003 صفرَ أرقامٍ في سببه — والسببُ أنّ المقطعَ قُصَّ عند nextBy فسقطت مرساةُ النمط. فأُعيد القياسُ بموازنة الأقواس: صفرٌ ← واحد. وهو خامسُ عطبِ أداةٍ يُمس
34	2026-08-19	2066921	جولة ٢٦٨ — جواباً على سؤال معيار ٢٦٧ («ما الذي لا تستطيع القناةُ أن تُخطئ فيه»): اختبارٌ مقصودٌ لا مسحُ أخبار — سؤالٌ عن أسعار المستلزمات المدرسية بـ«ريال»، فجاء كلُّ سعرٍ في النثر بـ«جنيه»، وأسواقُه 
35	2026-08-19	2066921	والجوابُ ظهر في الفرق بين طبقتين: الطبقةُ المُسترجَعة حفظت ما أسقطته الطبقةُ المولَّدة. من ستّ نتائج: ثلاثٌ تحمل المميِّزَ في عنوانها (جنيه · أخبار مصر · في السعودية) ورابعةٌ في مسار رابطها (/ksa-ara/
36	2026-08-19	2066921	وأحدُّ ما فيه: النتيجةُ السعوديةُ الوحيدةُ هي التي لم يُؤخَذ منها رقمٌ واحد. فالنثرُ بنى جوابَه على خمسٍ مصريةٍ وأهمل السادسةَ — في سؤالٍ سمّى عملتَه",
37	2026-08-19	2066921	وهذا تكرارُ عطبِ ٢٦٧ بمميِّزٍ مختلف: هناك الكيانُ (جمهورية/مملكة) وهنا العملةُ (جنيه/ريال). فالنمطُ مؤكَّدٌ مرّتين بأداتين مختلفتين — لا حادثةً منفردة",
38	2026-08-19	2066921	وثلاثةُ أعطابٍ صارت مقيسةً لا واحد: خلطُ نسبةٍ (٢٦٧) · إرسالُ تاريخٍ (٢٦٥) · وسردٌ بلا مقدار (٢٦٨) — سؤالٌ عن الفئات الصاعدة رُدَّ بستِّ فئاتٍ بلا رقمٍ ولا تاريخٍ ولا جهة، ومصادرُه السبعُ كلُّها وكالا
39	2026-08-19	2066921	والثلاثةُ تقع في طبقة التوليد وحدَها. فالقاعدةُ المشتقّة: اقرأ القائمةَ لا الخلاصة — العنوانُ والرابطُ سلسلتان مُسترجَعتان، والخلاصةُ نصٌّ مولَّد. وحدُّها المعلَن: «لم يُرصد عطبٌ في الاسترجاع» ليس «لا
40	2026-08-19	2066921	وأثرُه على C-002 مباشرٌ ومؤقَّت: نافذةُ طلبه فُتحت قبل يومين (١٧ أغسطس)، ومرساتُه بعد أربعة (٢٣ أغسطس) — وهو الوحيدُ من الأربعة الذي يجري وقتُه الآن. وخرجت الجولةُ تسعّر فئتَه فعادت بصفرِ سعرٍ سعوديٍّ
41	2026-08-19	2066921	وسببُ الصفر يُقال بلا تلطيف: ليس أنّ الأسعارَ غيرُ منشورة، بل أنّ الجوابَ جاء عن بلدٍ آخر. ولو أُخذ كما ورد لدخلت اللوحةَ أسعارُ حقائبَ بالجنيه تحت بندِ موسمٍ سعوديٍّ يبدأ بعد أربعة أيام",
42	2026-08-19	2066921	وسُدّد دَينُ الجولة السابقة (وُعد صراحةً في ٢٦٧): احتياطيُّ قالب البيانات فُحص فعلاً على ثلاثة عروض — يظهر ويُملأ بـ١٧٬٤٨٩ حرفاً بلا قصٍّ ولا فيضٍ أفقيّ (١٥٦٠ · ١١٠٠ · ٤٢٠). فوعدُ ١٤٧ الذي لا يُنفَّذ 
43	2026-08-19	2066921	والزرُّ نفسُه ما زال يَعِد بما لا يفعل: «نزّل القالب» لا ينزّل شيئاً عند المشاهد — وقد أكّدته المنصّةُ في تحذير النشر مرّتين. وتغييرُ نصِّه أو سحبُه قرارُ مالك (١٤٧ · ٢٥٤) — والمرصودُ أنّ العطبَ مُخفَ
44	2026-08-19	0aec314	جولة ٢٦٧ — تنفيذُ معيار ٢٦٦ («اقسم سجلَّك على ما تقرّره لا على ما تعرفه»): خرجت الجولةُ تقصد ثغرةً بعينها — سعرُ C-004 الذي اجتاز ثلاثاً من أربعِ سيقان المُسنَد وسقط في التاريخ وحدَه — لا لتزيد ما يسه
45	2026-08-19	0aec314	والنتيجةُ الأولى أنّ الطريق مقفول: سبعُ محاولاتِ جلبٍ من سبعٍ فشلت — ستٌّ بـEGRESS_BLOCKED وواحدةٌ بفشل تسمية نطاق. ومن الستّ: سلة · أمازون السعودية · الهيئة العامة للإحصاء · دار الفارس · صحيفة اليوم 
46	2026-08-19	0aec314	وسقوطُ ويكيبيديا هو الذي حسم صفةَ المنع: لولاه لبدا المنعُ موجَّهاً إلى التجارة والأسعار — وهو مع سقوطها منعٌ عامٌّ على الجلب. فالحدُّ ليس في ما نطلبه بل في القناة نفسِها",
47	2026-08-19	0aec314	وتمييزٌ لم يكن مسجَّلاً: المنعُ نوعان لا نوعٌ واحد — حجبٌ بسياسة الوسيط (يردّ EGRESS_BLOCKED) وفشلُ تسمية نطاق (يردّ ENOTFOUND). وفحصُ اثني عشرَ نطاقاً: عشرةٌ تُترجَم واثنان لا. فأكثرُ المواقع قائمةٌ 
48	2026-08-19	0aec314	وأخطرُ ما ظهر يخصّ القناةَ الوحيدةَ الباقية: البحثُ يعمل — وفي أوّل استعمالٍ جادٍّ له خلط دولتين. سؤالٌ سمّى «السعودية» صراحةً أُجيب بأرقام الجهاز المركزيّ المصريّ للتعبئة والإحصاء: العناية الشخصية ١٤
49	2026-08-19	0aec314	ولم يكشفه فحصُ إسنادٍ بل استغرابُ لفظة: «لإجمالي الجمهورية» — والسعوديةُ مملكة. ثمّ تأكّد بسؤالٍ ثانٍ نسب الأرقامَ الثلاثةَ إلى مصر ليوليو ٢٠٢٦ بمنافذَ مسمّاة. ولو أُخذ المقتطفُ كما ورد لدخل اللوحةَ ر
50	2026-08-19	0aec314	وهذا ثاني عطبٍ من طبقةٍ لا أملكها في ثلاث جولات — بعد فهرسةٍ نسبت تاريخاً مُرسَلاً (٢٦٥). والفرقُ أنّ ذاك أخطأ في التاريخ وهذا أخطأ في الدولة. فالقاعدةُ «لا رقم بلا مصدر» تُقرَأ اليوم أدقَّ: المقتطفُ 
51	2026-08-19	0aec314	ولذلك لم يدخل الحسابَ رقمٌ سعوديٌّ واحدٌ من هذه الجولة: التضخمُ ١٫٨٪ والعنايةُ الشخصية والحمايةُ الاجتماعية +٢٫٩٪ سنوياً و−١٫٠٪ شهرياً ليوليو ٢٠٢٦ — كلُّها موقوفةٌ لا مرفوضة. وسببُ الوقف واحد: مصدرُها
52	2026-08-19	0aec314	وأثرُ ذلك على C-004 صريح: التاريخُ الذي خرجت الجولةُ تطلبه لم يُجلَب — وسببُ التعذّر ليس أنّ المتاجر لا تؤرّخ، بل أنّ صفحاتِها لا تُفتَح أصلاً. فالسببُ انتقل من «لا ناشرَ» إلى «ناشرٌ لا يُبلَغ» — وهذا
53	2026-08-19	0aec314	وحدُّ الدعوى: القياسُ على سبع محاولاتٍ في يومٍ واحد — لا يُعمَّم على أوقاتٍ أخرى. ولم يُخالَف حظرُ الالتفاف: لم تُعطَّل تحقّقُ الشهادات ولم يُلغَ الوسيط — الحجبُ سياسةُ جهةٍ تُقاس وتُسجَّل لا تُراوَغ"
54	2026-08-18	c4804aa	وثغرةٌ في إجراء المزامنة كشفها العمودُ الجديد: المقارنةُ تفحص منطقة &lt;script&gt; وحدَها بالتصميم — فانتقل مُصيّرُ الصفّ (٨ خانات) إلى نسخة الأرتيفكت ولم ينتقل رأسُ الجدول (٧ عناوين)، وأعطت المقارنةُ
55	2026-08-19	38ebe64	جولة ٢٦٦ — تنفيذُ معيار ٢٦٥ («اسأل عن الفرق في المصدر قبل الفرق في الشيء») على أهمّ أربعةٍ متشابهة: المرشَّحون. وقِيس ما يحمله سجلُّ المراجع عن كلٍّ منهم",
56	2026-08-19	38ebe64	والنتيجةُ الأولى تخصّ السجلّ نفسَه: مئةٌ وتسعةٌ وتسعون مدخلاً، ومنها ما يذكر مرشَّحاً: C-001 ستّةٌ · C-002 ستّةٌ · C-004 ستّةٌ · C-003 اثنان — وأكثرُها يذكره عرَضاً. فالسجلُّ الوحيدُ المُسنَد على اللو
57	2026-08-19	38ebe64	وبعد استبعاد ما يذكرهم عرَضاً: C-004 ثلاثةُ مداخلَ عنه هو · C-001 ثلاثةٌ · C-002 اثنان · C-003 صفر",
58	2026-08-19	38ebe64	وأثقلُ ما ظهر: C-004 «عطور وبخور وعود» — الموقوفُ بحكم «كثافة منافسة عالية» — هو الوحيدُ الذي رُصد له سعرُ تجزئةٍ سعوديٌّ بروابطَ ومتاجرَ مسمّاة (بخورُ أحمد المغربي ٣٠غ من ٢٣٫٩٠ ر.س · ودارُ الفارس بمق
59	2026-08-19	38ebe64	والفرقُ في المصدر لا في الشيء — مقيسٌ لا مظنون: C-004 يبيعه متاجرُ تجزئةٍ تنشر أسعارَها فظهر سعرُه · C-001 تفهرس المنصّةُ بائعيه فظهر بائعان بلا سعر · C-002 تنشر الجهاتُ تقويمَه وقنواتِه فظهرت القناةُ
60	2026-08-19	38ebe64	ويترتّب عليه توتّرٌ يُعرَض ولا يُحسَم: أغزرُ المرشَّحين مادّةً سوقيةً هو الموقوفُ بأقلّ أسبابِه إسناداً — «كثافةُ المنافسة» حكمٌ، والسعرُ المرصودُ واقعة. ولم يُغيَّر قرارٌ: تغييرُ حكمٍ معروضٍ قرارُ ما
61	2026-08-19	38ebe64	وخطأُ أداةٍ أمسكه استغرابُ الرقم: نمطُ «عود» طابق داخل «سعودي» و«عودة» و«موعد» — فأعطى ٤٨ مدخلاً لـC-004 بدل ٦. وهو تكرارُ عطب ٢٣٩ نفسِه («حساب» داخل «الحساب») — وكاشفُه أنّ ٤٨ من ١٩٩ لا تُصدَّق",
62	2026-08-19	38ebe64	وحدُّ الدعوى: القياسُ على BENCH وحدَه لا على السجلّ السرديّ · و«مدخلٌ عنه هو» حكمُ قراءةٍ لا مطابقة · وسعرُ البخور ساقطٌ في التاريخ (لا تاريخَ في المقتطف) ولم يدخل الحساب — والدعوى أنّه أقربُ ما بلغته
63	2026-08-19	c4bb736	جولة ٢٦٥ — زاويةٌ خارجيةٌ بالإلزام (ثلاثُ جولاتٍ داخلية)، وتنفيذاً لمعيار ٢٦٤ («اجعل ما تكتبه اليوم قابلاً لأن يُسأل غداً»): سلسلةُ نفاذٍ كاملةٌ لنصّين ممّا تحمله اللوحة — بدل تاريخٍ مُرسَل",
64	2026-08-19	c4bb736	نظامُ سلامة المنتجات — سلسلةٌ تُفحَص: المرسومُ الملكيّ م/٣٦ وتاريخ ٢٩/١/١٤٤٦هـ = ٤ أغسطس ٢٠٢٤ · قرارُ مجلس الوزراء ٩٣ وتاريخ ٢٤/١/١٤٤٦هـ · النشرُ في أمّ القرى العدد ٥٠٤٣ في ١٦ أغسطس ٢٠٢٤ · والنفاذُ بع
65	2026-08-19	c4bb736	وهذا يفصل ما كان مختلطاً على اللوحة: كانت تحمل «لائحتُه التنفيذية ١٥ نوفمبر ٢٠٢٤ (اعتمادُ مجلس إدارة ساسو)» — وهو تاريخُ اللائحة لا تاريخُ النظام. والتاريخان يقعان في يومين متجاورين بمصدرين مختلفين — 
66	2026-08-19	c4bb736	ونظامُ التجارة الإلكترونية — أكثرُ النصوص بنوداً على اللوحة (٤): المرسومُ الملكيّ م/١٢٦ وتاريخ ٧/١١/١٤٤٠هـ = ١٠ يوليو ٢٠١٩ · والنصُّ يقول: يُعمل به بعد تسعين يوماً من تاريخ نشره",
67	2026-08-19	c4bb736	وتاريخُ نشره لم يُرصد — فالنفاذُ غيرُ محسوبٍ باليوم. وهذه خانةٌ فارغةٌ تُعلَن ولا تُملأ بالتقريب: بين الصدور والنفاذ تسعون يوماً زائدُ مدّةِ نشرٍ مجهولة",
68	2026-08-19	c4bb736	ورقمُ المرسومين لم يكن على اللوحة قطّ: م/٣٦ وم/١٢٦ — صفرُ ذكرٍ قبل اليوم. وبهما يصير التاريخُ قابلاً للفحص من غيري: رقمٌ ونصٌّ وعددُ جريدة",
69	2026-08-19	c4bb736	ولائحةُ التخفيضات — أربعةُ بنودٍ على اللوحة: رقمُها وتاريخُها لم يُرصدا. وما ظهر منصّةُ التراخيص ووثيقةٌ باسم «نظام تراخيص التخفيضات والعروض الترويجية» على موقع الوزارة — بلا رقمِ صدورٍ ولا تاريخ. خان
70	2026-08-19	c4bb736	وحدُّ الدعوى: السلسلتان منقولتان عن منصّات نصوصٍ نظاميةٍ ومكاتبِ محاماة — وlaws.boe.gov.sa وsaso.gov.sa وmc.gov.sa ظهرت بروابطَ مباشرةٍ ولم تُفتَح (محجوبة) · والتواريخُ الهجريةُ والميلادية فُحص تطابقُ
71	2026-08-19	2c4f453	جولة ٢٦٤ — تسديدُ القسط الثالث والأخير من عهد ٢٦١: عيّنةٌ منهجيةٌ من الذيل المُحال — كلُّ خامسِ سطرٍ من ٣٤٢، أي ٦٠ سطراً. والنتيجة: ٩ التزاماتٍ (١٥٪) · ١١ واقعةَ سوقٍ (١٨٪) · ٤٠ سجلَّ عملٍ على اللوحة 
72	2026-08-19	2c4f453	والفرقُ عن المجهول الزمن بيّن: هناك ١٩٪ التزامات و٣٢٪ سوقٌ و٤٩٪ سجلُّ عمل — وهنا ١٥٪ و١٨٪ و٦٧٪. وسببُه في التعريف لا في المادّة: الأسطرُ التي تحمل إحالةً رقميةً هي غالباً أسطرُ سردٍ تُحيل إلى جولاتٍ س
73	2026-08-19	2c4f453	وبه يكتمل مسحُ الذيل (٦٧١ سطراً): ٣٢٩ مقروءةً كلَّها و٣٤٢ بعيّنةٍ من ٦٠",
74	2026-08-19	2c4f453	ثمّ تنفيذُ معيار ٢٦٣ («بعد أن تعرف ما هو، اسأل متى ينتهي»): فُحصت الالتزاماتُ الاثنان والسبعون المصنَّفة عن تاريخٍ فيها — ٧ تحمل تاريخاً (١٠٪) · و٦٥ بلا أيّ تاريخ (٩٠٪): لا نفاذٍ ولا انتهاءٍ ولا تاريخ
75	2026-08-19	2c4f453	فالجوابُ عن «متى ينتهي» أنّ تسعةَ أعشارِ ما تحمله اللوحةُ التزاماً لا يمكن أن يُسأل عن انتهائه من اللوحة نفسِها — وهو أثرُ ما رُصد في ٢٦١: السجلُّ لم يكن يؤرّخ سطورَه",
76	2026-08-19	2c4f453	وخطأٌ أمسكه القياسُ قبل النشر: تصنيفاتُ ٢٦٢ و٢٦٣ سُجّلت بفهارسِ الأسطر، وجولتا ٢٦٢ و٢٦٣ أضافتا ١٣ سطراً في رأس القائمة فأزاحت الفهارسَ كلَّها. فأعطى القياسُ الأوّلُ «٨٧٪ بلا تاريخ» على أسطرٍ ليست هي ا
77	2026-08-19	2c4f453	وهو ثالثُ مرّةٍ يُبطِل فيها عملي أرقامَ عملي (٢٥٨ · ٢٦٠ · ٢٦٤) — وأوّلُ مرّةٍ يقع فيها العطبُ في مفتاحِ ربطٍ لا في رقمٍ منقول. والدرسُ: ما يُخزَّن بفهرسٍ في ملفٍّ يتغيّر يلزمه مفتاحٌ لا يتغيّر",
78	2026-08-19	2c4f453	وحدُّ الدعوى: العيّنةُ منهجيةٌ لا عشوائية (كلُّ خامس) — وتصلح للنسبة العامّة ولا تصلح لعدّ الالتزامات في الذيل · والتصنيفُ حكمُ قارئٍ واحد · و«بلا تاريخ» تعني خلوَّ السطر من سنةٍ أو شهرٍ مسمّى — لا أن
79	2026-08-19	88e2bd7	جولة ٢٦٣ — تسديدُ القسط الثاني: قُرئ النصفُ الثاني من الأسطر المجهولة الزمن — ١٦٤ سطراً — بمعناها. والنتيجة: ٢٤ التزاماً (١٥٪) · ٤٩ واقعةَ سوقٍ (٣٠٪) · ٩١ سجلَّ عملٍ على اللوحة (٥٥٪)",
80	2026-08-19	88e2bd7	وباكتمال النصفين يُقفَل عدُّ الثلاثمئة وتسعةٍ وعشرين: ٦٣ التزاماً يلزم مرشَّحاً قائماً (١٩٪) · ١٠٤ وقائعَ سوقٍ مرصودة (٣٢٪) · ١٦٢ سطرَ عملٍ على اللوحة نفسِها (٤٩٪). وهذا تصنيفُ قارئٍ لثلاثمئةٍ وتسعةٍ 
81	2026-08-19	88e2bd7	وميلٌ يظهر بين النصفين: الأحدثُ ٢٤٪ التزامات، والأقدمُ ١٥٪ · والأقدمُ ٥٥٪ سجلَّ عملٍ مقابل ٤٣٪. فكلّما توغّلتَ في القديم كثُر حديثُ اللوحة عن نفسها — ولا يُفسَّر هنا: الملاحظةُ مقيسةٌ والسببُ غيرُ مفح
